Distance,Time,yyyy-mm-dd_HH-MM-SS
5146.4319,894.93331,2024-07-16_22-17-32
5116.2151,895.70731,2024-07-16_22-17-32
5071.3215,896.46451,2024-07-16_22-17-33
5124.4953,897.23239,2024-07-16_22-17-34
5148.2951,898.00076,2024-07-16_22-17-35
5113.2451,898.77072,2024-07-16_22-17-35
5100.7229,899.53871,2024-07-16_22-17-36
5014.4264,900.30641,2024-07-16_22-17-37
5099.9989,901.06455,2024-07-16_22-17-38
5047.2397,901.83028,2024-07-16_22-17-38
5073.3126,902.6008,2024-07-16_22-17-39
5084.7712,903.37299,2024-07-16_22-17-40
5049.5455,904.12956,2024-07-16_22-17-41
5065.7573,904.90291,2024-07-16_22-17-41
5006.3107,905.67512,2024-07-16_22-17-42
5111.5915,906.43323,2024-07-16_22-17-43
5048.2033,907.20971,2024-07-16_22-17-44
5089.3813,907.97958,2024-07-16_22-17-45
5017.3043,908.73814,2024-07-16_22-17-45
5081.7589,909.50829,2024-07-16_22-17-46
5023.9974,910.26825,2024-07-16_22-17-47
4875.2076,911.0397,2024-07-16_22-17-48
4732.149,911.79927,2024-07-16_22-17-48
4723.5018,912.57044,2024-07-16_22-17-49
4719.9495,913.3451,2024-07-16_22-17-50
4718.4351,914.1015,2024-07-16_22-17-51
4763.4476,914.87284,2024-07-16_22-17-51
4801.1033,915.64038,2024-07-16_22-17-52
4742.6454,916.39983,2024-07-16_22-17-53
4670.9354,917.17575,2024-07-16_22-17-54
4751.9636,917.93305,2024-07-16_22-17-55
4761.4455,918.71099,2024-07-16_22-17-55
4727.8265,919.48057,2024-07-16_22-17-56
4722.8424,920.2374,2024-07-16_22-17-57
4706.3667,921.01106,2024-07-16_22-17-58
4660.7247,921.77068,2024-07-16_22-17-58
4755.4478,922.53837,2024-07-16_22-17-59
4762.6338,923.31161,2024-07-16_22-18-00
4784.5591,924.06891,2024-07-16_22-18-01
4877.8922,924.8415,2024-07-16_22-18-01
4864.0123,925.59844,2024-07-16_22-18-02
4908.3433,926.37087,2024-07-16_22-18-03
4988.8623,927.14134,2024-07-16_22-18-04
4963.1356,927.8998,2024-07-16_22-18-04
4913.3895,928.67024,2024-07-16_22-18-05
4994.5616,929.44318,2024-07-16_22-18-06
4949.8635,930.19959,2024-07-16_22-18-07
4949.8995,930.97243,2024-07-16_22-18-08
4921.766,931.7452,2024-07-16_22-18-08
4964.7336,932.50247,2024-07-16_22-18-09
4878.5065,933.27125,2024-07-16_22-18-10
4883.1389,934.04652,2024-07-16_22-18-11
5085.5041,934.80491,2024-07-16_22-18-11
4986.3996,935.57857,2024-07-16_22-18-12
4998.8016,936.33645,2024-07-16_22-18-13
5013.3855,937.11095,2024-07-16_22-18-14
5024.428,937.88057,2024-07-16_22-18-14
5032.0186,938.63983,2024-07-16_22-18-15
4970.4267,939.40996,2024-07-16_22-18-16
4959.0706,940.16749,2024-07-16_22-18-17
4932.6282,940.93693,2024-07-16_22-18-18
4946.2434,941.70053,2024-07-16_22-18-18
4981.1304,942.46976,2024-07-16_22-18-19
4986.5513,943.24691,2024-07-16_22-18-20
4988.0869,944.0041,2024-07-16_22-18-21
4993.0593,944.77507,2024-07-16_22-18-21
5005.6236,945.53116,2024-07-16_22-18-22
4956.8544,946.30453,2024-07-16_22-18-23
5047.524,947.07461,2024-07-16_22-18-24
5028.6418,947.84227,2024-07-16_22-18-24
5007.5988,948.59784,2024-07-16_22-18-25
5030.9465,949.38135,2024-07-16_22-18-26
5049.1312,950.1377,2024-07-16_22-18-27
5026.6509,950.90991,2024-07-16_22-18-27
5013.367,951.66884,2024-07-16_22-18-28
5030.9869,952.43784,2024-07-16_22-18-29
4996.7643,953.21249,2024-07-16_22-18-30
4984.8286,953.97387,2024-07-16_22-18-31
5041.9026,954.74777,2024-07-16_22-18-31
5037.0504,955.50278,2024-07-16_22-18-32
4999.5881,956.2712,2024-07-16_22-18-33
4969.9935,957.03382,2024-07-16_22-18-34
4996.1349,957.80587,2024-07-16_22-18-34
5011.0816,958.57892,2024-07-16_22-18-35
4754.3213,959.33329,2024-07-16_22-18-36
4749.1263,960.10539,2024-07-16_22-18-37
4795.1898,960.87982,2024-07-16_22-18-37
4790.5212,961.63212,2024-07-16_22-18-38
4826.3466,962.41534,2024-07-16_22-18-39
4734.8853,963.16802,2024-07-16_22-18-40
4778.7194,963.94361,2024-07-16_22-18-41
4856.038,964.70269,2024-07-16_22-18-41
4893.1041,965.4709,2024-07-16_22-18-42
4885.8197,966.23757,2024-07-16_22-18-43
4964.326,967.00763,2024-07-16_22-18-44
4941.1923,967.77479,2024-07-16_22-18-44
4992.505,968.53417,2024-07-16_22-18-45
5006.2669,969.30649,2024-07-16_22-18-46
5054.2074,970.07908,2024-07-16_22-18-47
4957.0508,970.83424,2024-07-16_22-18-47
4927.0656,971.61008,2024-07-16_22-18-48
4919.7479,972.38159,2024-07-16_22-18-49
4882.1379,973.14362,2024-07-16_22-18-50
4932.6547,973.90192,2024-07-16_22-18-50
4973.1309,974.67782,2024-07-16_22-18-51
4971.2585,975.43684,2024-07-16_22-18-52
4919.8656,976.2104,2024-07-16_22-18-53
4971.3646,976.97091,2024-07-16_22-18-54
4926.8137,977.74523,2024-07-16_22-18-54
4961.1951,978.50188,2024-07-16_22-18-55
4987.0861,979.27308,2024-07-16_22-18-56
4919.4735,980.04673,2024-07-16_22-18-57
4934.8305,980.80481,2024-07-16_22-18-57
4876.0521,981.56501,2024-07-16_22-18-58
4854.1282,982.34142,2024-07-16_22-18-59
4926.5017,983.09781,2024-07-16_22-19-00
4875.0052,983.86833,2024-07-16_22-19-00
4916.0721,984.63922,2024-07-16_22-19-01
4929.9861,985.39802,2024-07-16_22-19-02
4891.8425,986.16707,2024-07-16_22-19-03
4973.8068,986.95811,2024-07-16_22-19-04
4923.2221,987.69585,2024-07-16_22-19-04
4961.6205,988.47114,2024-07-16_22-19-05
4924.1388,989.23029,2024-07-16_22-19-06
4932.8107,990.0061,2024-07-16_22-19-07
4928.346,990.76615,2024-07-16_22-19-07
4955.981,991.53825,2024-07-16_22-19-08
4909.8049,992.30628,2024-07-16_22-19-09
4923.5944,993.06352,2024-07-16_22-19-10
4976.4591,993.83696,2024-07-16_22-19-10
4952.4207,994.6106,2024-07-16_22-19-11
4951.7569,995.37074,2024-07-16_22-19-12
4909.5618,996.14204,2024-07-16_22-19-13
4929.3698,996.90997,2024-07-16_22-19-13
4872.0994,997.68017,2024-07-16_22-19-14
4895.0646,998.43655,2024-07-16_22-19-15
4848.6307,999.20953,2024-07-16_22-19-16
4909.7635,999.96671,2024-07-16_22-19-17
4900.2747,1000.7366,2024-07-16_22-19-17
4891.0909,1001.5115,2024-07-16_22-19-18
4822.4051,1002.2686,2024-07-16_22-19-19
4879.9395,1003.0394,2024-07-16_22-19-20
4816.1942,1003.809,2024-07-16_22-19-20
4840.4974,1004.5669,2024-07-16_22-19-21
4756.1123,1005.3427,2024-07-16_22-19-22
4875.7169,1006.0986,2024-07-16_22-19-23
4836.042,1006.8771,2024-07-16_22-19-23
4869.1052,1007.6311,2024-07-16_22-19-24
4912.5398,1008.4053,2024-07-16_22-19-25
4882.2335,1009.1629,2024-07-16_22-19-26
4880.4357,1009.9348,2024-07-16_22-19-27
4850.1439,1010.7067,2024-07-16_22-19-27
4754.1981,1011.4623,2024-07-16_22-19-28
4863.0938,1012.2346,2024-07-16_22-19-29
4854.8616,1013.0047,2024-07-16_22-19-30
4851.6406,1013.764,2024-07-16_22-19-30
4861.4183,1014.5339,2024-07-16_22-19-31
4855.3755,1015.3037,2024-07-16_22-19-32
4817.2688,1016.0637,2024-07-16_22-19-33
4865.1723,1016.8442,2024-07-16_22-19-33
4872.5483,1017.5953,2024-07-16_22-19-34
4845.4095,1018.3633,2024-07-16_22-19-35
4825.3435,1019.1363,2024-07-16_22-19-36
4838.3541,1019.9094,2024-07-16_22-19-36
4800.5055,1020.6662,2024-07-16_22-19-37
4825.6006,1021.4383,2024-07-16_22-19-38
4771.2249,1022.1971,2024-07-16_22-19-39
4727.6094,1022.9679,2024-07-16_22-19-40
4737.2946,1023.739,2024-07-16_22-19-40
4750.767,1024.4965,2024-07-16_22-19-41
4726.7787,1025.2708,2024-07-16_22-19-42
4812.2948,1026.0453,2024-07-16_22-19-43
4815.597,1026.8031,2024-07-16_22-19-43
4761.1669,1027.5717,2024-07-16_22-19-44
4775.775,1028.3452,2024-07-16_22-19-45
4782.0793,1029.1029,2024-07-16_22-19-46
4736.7775,1029.8764,2024-07-16_22-19-46
4779.3706,1030.6292,2024-07-16_22-19-47
4728.6399,1031.4016,2024-07-16_22-19-48
4767.9876,1032.1718,2024-07-16_22-19-49
4784.9981,1032.9436,2024-07-16_22-19-50
4819.2737,1033.7032,2024-07-16_22-19-50
4790.6519,1034.4776,2024-07-16_22-19-51
4759.3366,1035.2336,2024-07-16_22-19-52
4779.3444,1036.008,2024-07-16_22-19-53
4798.3034,1036.7658,2024-07-16_22-19-53
4816.9575,1037.5353,2024-07-16_22-19-54
4979.7518,1038.3086,2024-07-16_22-19-55
4853.7949,1039.0753,2024-07-16_22-19-56
4932.1325,1039.8314,2024-07-16_22-19-56
4877.3188,1040.607,2024-07-16_22-19-57
5146.783,1041.3657,2024-07-16_22-19-58
5318.9032,1042.1421,2024-07-16_22-19-59
5353.1134,1042.8981,2024-07-16_22-19-59
5350.3442,1043.6666,2024-07-16_22-20-00
5341.1272,1044.439,2024-07-16_22-20-01
5318.6646,1045.2096,2024-07-16_22-20-02
5433.6158,1045.9664,2024-07-16_22-20-03
5492.6904,1046.7389,2024-07-16_22-20-03
5437.6131,1047.5098,2024-07-16_22-20-04
5532.962,1048.2681,2024-07-16_22-20-05
5550.6762,1049.0404,2024-07-16_22-20-06
5446.7688,1049.8013,2024-07-16_22-20-06
5486.1394,1050.5771,2024-07-16_22-20-07
5468.4891,1051.3465,2024-07-16_22-20-08
5471.1587,1052.1057,2024-07-16_22-20-09
5433.2436,1052.8765,2024-07-16_22-20-09
5418.1974,1053.6345,2024-07-16_22-20-10
5427.1459,1054.4107,2024-07-16_22-20-11
5324.5137,1055.1807,2024-07-16_22-20-12
5366.6779,1055.9335,2024-07-16_22-20-13
5336.8255,1056.7061,2024-07-16_22-20-13
5314.5705,1057.4809,2024-07-16_22-20-14
5306.9975,1058.2389,2024-07-16_22-20-15
5371.3253,1059.0112,2024-07-16_22-20-16
5396.539,1059.7651,2024-07-16_22-20-16
5464.2821,1060.541,2024-07-16_22-20-17
5409.4262,1061.3005,2024-07-16_22-20-18
5438.2373,1062.0764,2024-07-16_22-20-19
5056.4377,1062.8371,2024-07-16_22-20-19
4976.1809,1063.611,2024-07-16_22-20-20
4950.4119,1064.3666,2024-07-16_22-20-21
4923.9625,1065.1367,2024-07-16_22-20-22
4982.7266,1065.9089,2024-07-16_22-20-22
4990.9231,1066.6698,2024-07-16_22-20-23
4985.3879,1067.4426,2024-07-16_22-20-24
4980.5997,1068.2018,2024-07-16_22-20-25
4984.7472,1068.9741,2024-07-16_22-20-26
4900.6402,1069.7427,2024-07-16_22-20-26
4963.1627,1070.5002,2024-07-16_22-20-27
4880.4268,1071.271,2024-07-16_22-20-28
4936.2883,1072.0434,2024-07-16_22-20-29
4965.815,1072.7983,2024-07-16_22-20-29
4934.8835,1073.5698,2024-07-16_22-20-30
4966.4223,1074.3422,2024-07-16_22-20-31
4880.7685,1075.1119,2024-07-16_22-20-32
4940.3564,1075.8678,2024-07-16_22-20-32
4939.501,1076.6368,2024-07-16_22-20-33
4871.5518,1077.4107,2024-07-16_22-20-34
4902.0757,1078.1667,2024-07-16_22-20-35
4802.7448,1078.9376,2024-07-16_22-20-36
4886.8074,1079.7094,2024-07-16_22-20-36
4854.5013,1080.4688,2024-07-16_22-20-37
4849.0816,1081.2442,2024-07-16_22-20-38
4822.6288,1082.0014,2024-07-16_22-20-39
4873.3788,1082.7739,2024-07-16_22-20-39
4815.1434,1083.5467,2024-07-16_22-20-40
4901.155,1084.3028,2024-07-16_22-20-41
4916.9648,1085.0694,2024-07-16_22-20-42
4916.2561,1085.8394,2024-07-16_22-20-42
5028.5854,1086.6064,2024-07-16_22-20-43
5056.8304,1087.3789,2024-07-16_22-20-44
5067.7655,1088.1469,2024-07-16_22-20-45
5100.4975,1088.9126,2024-07-16_22-20-45
5004.7465,1089.6679,2024-07-16_22-20-46
4993.1215,1090.431,2024-07-16_22-20-47
5024.2235,1091.2034,2024-07-16_22-20-48
5007.7276,1091.9732,2024-07-16_22-20-49
5014.3454,1092.732,2024-07-16_22-20-49
5062.0708,1093.5066,2024-07-16_22-20-50
5075.5138,1094.2811,2024-07-16_22-20-51
5055.7504,1095.038,2024-07-16_22-20-52
5138.8045,1095.8094,2024-07-16_22-20-52
5163.6614,1096.5784,2024-07-16_22-20-53
5139.858,1097.35,2024-07-16_22-20-54
5157.6196,1098.1168,2024-07-16_22-20-55
5162.172,1098.8843,2024-07-16_22-20-55
5179.1241,1099.6412,2024-07-16_22-20-56
5190.0801,1100.4137,2024-07-16_22-20-57
5190.2206,1101.1861,2024-07-16_22-20-58
5237.5124,1101.9564,2024-07-16_22-20-59
5234.6419,1102.7102,2024-07-16_22-20-59
5203.8233,1103.4788,2024-07-16_22-21-00
5232.9318,1104.2529,2024-07-16_22-21-01
5218.4489,1105.0143,2024-07-16_22-21-02
5214.6997,1105.785,2024-07-16_22-21-02
5141.8006,1106.5394,2024-07-16_22-21-03
5161.118,1107.3105,2024-07-16_22-21-04
5201.5675,1108.0804,2024-07-16_22-21-05
5276.279,1108.838,2024-07-16_22-21-05
5239.0787,1109.6129,2024-07-16_22-21-06
5192.2692,1110.3689,2024-07-16_22-21-07
5070.3169,1111.1396,2024-07-16_22-21-08
5175.0018,1111.9069,2024-07-16_22-21-08
5141.2008,1112.6798,2024-07-16_22-21-09
5126.0579,1113.4399,2024-07-16_22-21-10
5146.5315,1114.2097,2024-07-16_22-21-11
5045.0143,1114.969,2024-07-16_22-21-12
5005.2307,1115.7418,2024-07-16_22-21-12
5044.1467,1116.5139,2024-07-16_22-21-13
5001.2108,1117.2733,2024-07-16_22-21-14
5077.5859,1118.0453,2024-07-16_22-21-15
5106.6853,1118.8013,2024-07-16_22-21-15
5105.6101,1119.5771,2024-07-16_22-21-16
5172.1153,1120.3359,2024-07-16_22-21-17
5130.675,1121.108,2024-07-16_22-21-18
5082.2779,1121.8778,2024-07-16_22-21-18
5111.6447,1122.6497,2024-07-16_22-21-19
5144.2351,1123.4086,2024-07-16_22-21-20
5137.4785,1124.1803,2024-07-16_22-21-21
5068.5339,1124.9457,2024-07-16_22-21-22
5105.0065,1125.7033,2024-07-16_22-21-22
5080.1862,1126.4753,2024-07-16_22-21-23
5113.9787,1127.2478,2024-07-16_22-21-24
5098.898,1128.0054,2024-07-16_22-21-25
5117.9368,1128.7801,2024-07-16_22-21-25
5145.8276,1129.5524,2024-07-16_22-21-26
5065.6183,1130.3172,2024-07-16_22-21-27
5042.6421,1131.0862,2024-07-16_22-21-28
5117.4248,1131.8437,2024-07-16_22-21-28
5093.7013,1132.6139,2024-07-16_22-21-29
5100.5887,1133.3766,2024-07-16_22-21-30
5030.155,1134.1505,2024-07-16_22-21-31
5095.2651,1134.9191,2024-07-16_22-21-31
5055.9237,1135.6816,2024-07-16_22-21-32
5055.454,1136.4389,2024-07-16_22-21-33
5025.5685,1137.2137,2024-07-16_22-21-34
5143.1605,1137.9822,2024-07-16_22-21-35
5087.3479,1138.7425,2024-07-16_22-21-35
5035.5503,1139.5179,2024-07-16_22-21-36
5169.6243,1140.2776,2024-07-16_22-21-37
5072.1708,1141.0485,2024-07-16_22-21-38
5089.4654,1141.8044,2024-07-16_22-21-38
5194.464,1142.5771,2024-07-16_22-21-39
5185.6382,1143.3352,2024-07-16_22-21-40
5221.0233,1144.1093,2024-07-16_22-21-41
5227.8787,1144.8802,2024-07-16_22-21-41
5158.3387,1145.639,2024-07-16_22-21-42
5101.5181,1146.4114,2024-07-16_22-21-43
5083.8749,1147.1677,2024-07-16_22-21-44
4981.8529,1147.941,2024-07-16_22-21-45
5010.4033,1148.7146,2024-07-16_22-21-45
4951.9057,1149.4688,2024-07-16_22-21-46
5032.934,1150.2378,2024-07-16_22-21-47
5037.8174,1151.0126,2024-07-16_22-21-48
5016.5184,1151.7669,2024-07-16_22-21-48
4996.0602,1152.5361,2024-07-16_22-21-49
4999.0992,1153.3134,2024-07-16_22-21-50
5011.628,1154.07,2024-07-16_22-21-51
4959.3237,1154.8451,2024-07-16_22-21-51
4966.206,1155.6041,2024-07-16_22-21-52
4970.2535,1156.3768,2024-07-16_22-21-53
4960.6697,1157.1365,2024-07-16_22-21-54
4887.4314,1157.9075,2024-07-16_22-21-54
4901.4238,1158.6753,2024-07-16_22-21-55
4911.0947,1159.4352,2024-07-16_22-21-56
4913.9613,1160.2048,2024-07-16_22-21-57
4867.5443,1160.9751,2024-07-16_22-21-58
4945.4621,1161.7316,2024-07-16_22-21-58
4934.2146,1162.5071,2024-07-16_22-21-59
4866.4791,1163.2674,2024-07-16_22-22-00
4903.9997,1164.0422,2024-07-16_22-22-01
4983.5127,1164.7987,2024-07-16_22-22-01
4950.5278,1165.5712,2024-07-16_22-22-02
4983.6827,1166.3423,2024-07-16_22-22-03
5014.4541,1167.1114,2024-07-16_22-22-04
4995.55,1167.8701,2024-07-16_22-22-04
5015.3757,1168.6414,2024-07-16_22-22-05
4952.6029,1169.4116,2024-07-16_22-22-06
5029.314,1170.1684,2024-07-16_22-22-07
4954.536,1170.9382,2024-07-16_22-22-08
4965.9968,1171.7062,2024-07-16_22-22-08
4972.8474,1172.4781,2024-07-16_22-22-09
4980.0285,1173.2497,2024-07-16_22-22-10
4950.9558,1174.0067,2024-07-16_22-22-11
5023.7947,1174.7757,2024-07-16_22-22-11
4982.7374,1175.5478,2024-07-16_22-22-12
4970.2829,1176.3168,2024-07-16_22-22-13
4965.1451,1177.0745,2024-07-16_22-22-14
4957.2443,1177.8442,2024-07-16_22-22-14
5001.0147,1178.6162,2024-07-16_22-22-15
4933.1778,1179.3736,2024-07-16_22-22-16
4932.4098,1180.1422,2024-07-16_22-22-17
4964.7827,1180.9158,2024-07-16_22-22-17
4921.9161,1181.6738,2024-07-16_22-22-18
4935.5987,1182.4453,2024-07-16_22-22-19
4948.4678,1183.2169,2024-07-16_22-22-20
4952.9993,1183.9854,2024-07-16_22-22-21
4926.8867,1184.7436,2024-07-16_22-22-21
4902.4141,1185.5076,2024-07-16_22-22-22
4907.3405,1186.2782,2024-07-16_22-22-23
4945.2949,1187.044,2024-07-16_22-22-24
4925.6702,1187.815,2024-07-16_22-22-24
4926.7972,1188.5827,2024-07-16_22-22-25
4930.8943,1189.3397,2024-07-16_22-22-26
4929.3184,1190.1114,2024-07-16_22-22-27
4883.7187,1190.8775,2024-07-16_22-22-27
4880.0603,1191.6517,2024-07-16_22-22-28
4854.4043,1192.4072,2024-07-16_22-22-29
4920.1707,1193.1781,2024-07-16_22-22-30
4897.4774,1193.9514,2024-07-16_22-22-31
4905.7351,1194.7212,2024-07-16_22-22-31
4849.4633,1195.4728,2024-07-16_22-22-32
4870.8911,1196.2454,2024-07-16_22-22-33
4906.7798,1197.0167,2024-07-16_22-22-34
4873.5437,1197.7763,2024-07-16_22-22-34
4880.4062,1198.5504,2024-07-16_22-22-35
4879.4979,1199.3155,2024-07-16_22-22-36
4928.6042,1200.0872,2024-07-16_22-22-37
4969.8039,1200.8474,2024-07-16_22-22-37
4991.4905,1201.6188,2024-07-16_22-22-38
5052.1581,1202.375,2024-07-16_22-22-39
5041.4997,1203.1484,2024-07-16_22-22-40
5040.2906,1203.9089,2024-07-16_22-22-40
5101.896,1204.6832,2024-07-16_22-22-41
5054.5825,1205.4428,2024-07-16_22-22-42
5045.4222,1206.2197,2024-07-16_22-22-43
5064.5635,1206.9786,2024-07-16_22-22-44
5017.0075,1207.7554,2024-07-16_22-22-44
5002.7011,1208.5146,2024-07-16_22-22-45
5074.0639,1209.2895,2024-07-16_22-22-46
5010.983,1210.0434,2024-07-16_22-22-47
5039.7109,1210.8206,2024-07-16_22-22-47
5041.0049,1211.5891,2024-07-16_22-22-48
5117.1192,1212.3443,2024-07-16_22-22-49
5079.5008,1213.1143,2024-07-16_22-22-50
5134.024,1213.8744,2024-07-16_22-22-50
5175.2672,1214.6475,2024-07-16_22-22-51
5243.1594,1215.4199,2024-07-16_22-22-52
5208.6778,1216.1729,2024-07-16_22-22-53
5304.1709,1216.9481,2024-07-16_22-22-54
5322.4119,1217.7178,2024-07-16_22-22-54
5325.9802,1218.4872,2024-07-16_22-22-55
5316.2767,1219.2532,2024-07-16_22-22-56
5267.1381,1220.0103,2024-07-16_22-22-57
5298.7296,1220.7836,2024-07-16_22-22-57
5362.8492,1221.5431,2024-07-16_22-22-58
5375.3027,1222.3161,2024-07-16_22-22-59
5271.3511,1223.0872,2024-07-16_22-23-00
5371.4461,1223.8476,2024-07-16_22-23-00
5331.1762,1224.6179,2024-07-16_22-23-01
5325.6183,1225.3859,2024-07-16_22-23-02
5298.207,1226.1517,2024-07-16_22-23-03
5288.4339,1226.9103,2024-07-16_22-23-03
5396.3736,1227.6868,2024-07-16_22-23-04
5416.9835,1228.4396,2024-07-16_22-23-05
5479.8595,1229.2197,2024-07-16_22-23-06
5496.347,1229.974,2024-07-16_22-23-07
5534.6776,1230.7462,2024-07-16_22-23-07
5587.7958,1231.517,2024-07-16_22-23-08
5582.4328,1232.2853,2024-07-16_22-23-09
5578.4983,1233.0437,2024-07-16_22-23-10
5655.063,1233.815,2024-07-16_22-23-10
5584.8932,1234.587,2024-07-16_22-23-11
5520.2039,1235.3434,2024-07-16_22-23-12
5502.6549,1236.1144,2024-07-16_22-23-13
5578.3747,1236.8766,2024-07-16_22-23-13
5583.3178,1237.6513,2024-07-16_22-23-14
5621.3329,1238.4124,2024-07-16_22-23-15
5670.6949,1239.1841,2024-07-16_22-23-16
5679.9974,1239.9421,2024-07-16_22-23-17
5704.6872,1240.7165,2024-07-16_22-23-17
5802.6962,1241.4718,2024-07-16_22-23-18
5795.3431,1242.2442,2024-07-16_22-23-19
5840.4761,1243.016,2024-07-16_22-23-20
5908.2726,1243.7742,2024-07-16_22-23-20
5875.1022,1244.5441,2024-07-16_22-23-21
5895.0768,1245.3167,2024-07-16_22-23-22
5929.0835,1246.0767,2024-07-16_22-23-23
5816.6245,1246.8512,2024-07-16_22-23-23
5748.2531,1247.6098,2024-07-16_22-23-24
5741.1927,1248.387,2024-07-16_22-23-25
5717.5751,1249.1407,2024-07-16_22-23-26
5778.321,1249.9109,2024-07-16_22-23-26
5813.4285,1250.6857,2024-07-16_22-23-27
5832.2192,1251.4418,2024-07-16_22-23-28
5790.4889,1252.207,2024-07-16_22-23-29
5770.7564,1252.9776,2024-07-16_22-23-30
5717.9112,1253.7504,2024-07-16_22-23-30
5662.0812,1254.5046,2024-07-16_22-23-31
5807.2902,1255.2854,2024-07-16_22-23-32
5754.6281,1256.0466,2024-07-16_22-23-33
5773.4691,1256.8165,2024-07-16_22-23-33
5785.76,1257.5751,2024-07-16_22-23-34
5739.3843,1258.3482,2024-07-16_22-23-35
5714.5148,1259.1067,2024-07-16_22-23-36
5682.553,1259.8808,2024-07-16_22-23-36
5638.344,1260.6419,2024-07-16_22-23-37
5617.1262,1261.4159,2024-07-16_22-23-38
5583.9778,1262.1872,2024-07-16_22-23-39
5542.8638,1262.9437,2024-07-16_22-23-40
5531.3618,1263.7177,2024-07-16_22-23-40
5452.6253,1264.4882,2024-07-16_22-23-41
5469.3363,1265.2439,2024-07-16_22-23-42
5414.121,1266.0178,2024-07-16_22-23-43
5381.6974,1266.7794,2024-07-16_22-23-43
5312.0566,1267.5538,2024-07-16_22-23-44
5310.9027,1268.3112,2024-07-16_22-23-45
5263.3789,1269.0804,2024-07-16_22-23-46
5266.105,1269.8562,2024-07-16_22-23-46
5240.9158,1270.6146,2024-07-16_22-23-47
5245.8092,1271.387,2024-07-16_22-23-48
5253.1985,1272.1458,2024-07-16_22-23-49
5199.3131,1272.9138,2024-07-16_22-23-49
5166.1164,1273.6739,2024-07-16_22-23-50
5177.2243,1274.4458,2024-07-16_22-23-51
5102.7254,1275.2193,2024-07-16_22-23-52
5096.9536,1275.9794,2024-07-16_22-23-53
5084.4485,1276.753,2024-07-16_22-23-53
5093.222,1277.5184,2024-07-16_22-23-54
5084.8883,1278.2862,2024-07-16_22-23-55
5079.6545,1279.0425,2024-07-16_22-23-56
5062.4233,1279.8141,2024-07-16_22-23-56
5038.4234,1280.5887,2024-07-16_22-23-57
4992.8636,1281.3476,2024-07-16_22-23-58
5001.6984,1282.1092,2024-07-16_22-23-59
4992.0988,1282.8837,2024-07-16_22-23-59
4968.477,1283.6425,2024-07-16_22-24-00
4993.011,1284.4172,2024-07-16_22-24-01
4997.8238,1285.1897,2024-07-16_22-24-02
4939.3701,1285.9456,2024-07-16_22-24-03
4998.0633,1286.7191,2024-07-16_22-24-03
4980.8854,1287.4783,2024-07-16_22-24-04
5043.8333,1288.2531,2024-07-16_22-24-05
5009.711,1289.0092,2024-07-16_22-24-06
5044.016,1289.7851,2024-07-16_22-24-06
5017.0613,1290.555,2024-07-16_22-24-07
5027.8943,1291.3161,2024-07-16_22-24-08
4974.3721,1292.075,2024-07-16_22-24-09
4987.5372,1292.8497,2024-07-16_22-24-09
5026.3762,1293.623,2024-07-16_22-24-10
5037.0738,1294.3842,2024-07-16_22-24-11
5081.0712,1295.1554,2024-07-16_22-24-12
4975.9208,1295.9111,2024-07-16_22-24-12
5037.8028,1296.6846,2024-07-16_22-24-13
5085.1264,1297.4449,2024-07-16_22-24-14
5066.3636,1298.22,2024-07-16_22-24-15
5058.9883,1298.9876,2024-07-16_22-24-16
5037.0981,1299.7471,2024-07-16_22-24-16
5092.4861,1300.517,2024-07-16_22-24-17
5032.7166,1301.2774,2024-07-16_22-24-18
5091.8508,1302.0521,2024-07-16_22-24-19
5144.7602,1302.8106,2024-07-16_22-24-19
5186.4005,1303.5864,2024-07-16_22-24-20
5150.1677,1304.3586,2024-07-16_22-24-21
5197.1935,1305.116,2024-07-16_22-24-22
5211.4611,1305.8852,2024-07-16_22-24-22
5244.2816,1306.6578,2024-07-16_22-24-23
5256.4864,1307.4164,2024-07-16_22-24-24
5207.5581,1308.1898,2024-07-16_22-24-25
5232.6906,1308.9485,2024-07-16_22-24-26
5272.2076,1309.7193,2024-07-16_22-24-26
5223.4269,1310.4791,2024-07-16_22-24-27
5339.9415,1311.2501,2024-07-16_22-24-28
5373.6676,1312.0118,2024-07-16_22-24-29
5381.206,1312.781,2024-07-16_22-24-29
5438.4234,1313.5554,2024-07-16_22-24-30
5484.6011,1314.3126,2024-07-16_22-24-31
5525.6542,1315.0835,2024-07-16_22-24-32
5477.9056,1315.8501,2024-07-16_22-24-32
5501.0703,1316.6251,2024-07-16_22-24-33
5455.6229,1317.3799,2024-07-16_22-24-34
5394.8078,1318.1546,2024-07-16_22-24-35
5391.0478,1318.926,2024-07-16_22-24-35
5292.9004,1319.6927,2024-07-16_22-24-36
5348.661,1320.4527,2024-07-16_22-24-37
5347.6972,1321.224,2024-07-16_22-24-38
5304.1471,1321.9837,2024-07-16_22-24-39
5245.2705,1322.7563,2024-07-16_22-24-39
5238.8903,1323.5117,2024-07-16_22-24-40
5250.456,1324.2843,2024-07-16_22-24-41
5265.7707,1325.0555,2024-07-16_22-24-42
5243.2243,1325.8169,2024-07-16_22-24-42
5170.16,1326.5891,2024-07-16_22-24-43
5190.8066,1327.3633,2024-07-16_22-24-44
5179.4652,1328.1232,2024-07-16_22-24-45
5158.834,1328.8955,2024-07-16_22-24-45
5161.6657,1329.6567,2024-07-16_22-24-46
